Orthogroup	Bombus_affinis.prot.fa.largestIsoform	Bombus_bifarius.prot.fa.largestIsoform	Bombus_pyrosoma.prot.fa.largestIsoform	Bombus_terrestris.prot.fa.largestIsoform	amellifera_eg_gene	dmelanogaster_eg_gene
OG0008449	LOC126918591	LOC117206545	LOC122577756	LOC100650802		
OG0008450	LOC126918589	LOC117206524	LOC122572548	LOC100651633		
OG0008451	LOC126918596		LOC122572567	LOC105667111		FBgn0283450
OG0008452	LOC126918593	LOC117206732	LOC122577666	LOC100647532		
OG0008453	LOC126918587	LOC117206599	LOC122573258	LOC100652222		
OG0008454	LOC126919054	LOC117206600	LOC122573284	LOC100647765		
OG0008455	LOC126919053	LOC117206598	LOC122573254	LOC100647890		
OG0008456	LOC126918841	LOC117206596	LOC122572792	LOC100642318		
OG0008457	LOC126919049	LOC117206664	LOC122577769	LOC100642557		
OG0008458	LOC126918718		LOC122571960	LOC105667115		FBgn0013987
OG0008459	LOC126918719	LOC117206823	LOC122572073	LOC100642679		
OG0008460	LOC126918441	LOC117206745	LOC122572059	LOC105667117		
OG0008461	LOC126918437	LOC117206565	LOC122577820	LOC100643756		
OG0008462	LOC126918655	LOC117206640	LOC122577811	LOC100643879		
OG0008463	LOC126918656	LOC117206629	LOC122577812	LOC100648237		
OG0008464	LOC126918652		LOC122573806	LOC100644004		FBgn0052176
OG0008465	LOC126918653		LOC122573810	LOC100644120		FBgn0031194
OG0008466	LOC126918813	LOC117211278		LOC100644919		FBgn0261436
OG0008467	LOC126918827	LOC117211283	LOC122577715	LOC100648353		
OG0008468	LOC126918810	LOC117211275	LOC122577708	LOC100645364		
OG0008469	LOC126918815	LOC117210235	LOC122577712	LOC105667119		
OG0008470	LOC126918821	LOC117211294		LOC105667121		FBgn0034058
OG0008471	LOC126918826	LOC117211299	LOC122577285	LOC100648471		
OG0008472	LOC126918817	LOC117211295	LOC122577267	LOC100646017		
OG0008473	LOC126918828	LOC117211301	LOC122577239	LOC100648590		
OG0008474	LOC126918807	LOC117211289	LOC122577227	LOC100648814		
OG0008475	LOC126918831	LOC117211300	LOC122577754	LOC100646458		
OG0008476	LOC126918183	LOC117211285	LOC122577752	LOC105667122		
OG0008477	LOC126918833	LOC117211271	LOC122577748	LOC100647011		
OG0008478	LOC126918836	LOC117211269	LOC122577880	LOC105667123		
OG0008479	LOC126919438	LOC117204205	LOC122574110			FBgn0008636
OG0008480	LOC126919439	LOC117204228	LOC122571081			FBgn0020617
OG0008481	LOC126919426	LOC117204259	LOC122571210			FBgn0086909
OG0008482	LOC126919376	LOC117204257	LOC122571185			FBgn0015546
OG0008483	LOC126919431	LOC117215873	LOC122571031	LOC100650874		
OG0008484	LOC126919389	LOC117215857	LOC122570923	LOC100644202		
OG0008485	LOC126919401	LOC117215860	LOC122570958	LOC100650233		
OG0008486	LOC126919413	LOC117215858	LOC122572320	LOC100649914		
OG0008487	LOC126919420	LOC117215869	LOC122571492	LOC100649613		
OG0008488	LOC126919422	LOC117215868	LOC122571343	LOC100649488		
OG0008489	LOC126919424	LOC117215871	LOC122570673	LOC100648667		
OG0008490	LOC126919391	LOC117212447	LOC122566098	LOC100648546		
OG0008491	LOC126919378	LOC117212427	LOC122568980	LOC100648197		
OG0008492	LOC126919380	LOC117212459	LOC122569037	LOC100642747		
OG0008493	LOC126919443	LOC117212464	LOC122569171	LOC100647717		
OG0008494	LOC126919384	LOC117212425	LOC122568907	LOC100647490		
OG0008495	LOC126919396	LOC117212466	LOC122568942	LOC100646614		
OG0008496	LOC126919404	LOC117212438	LOC122570824	LOC100646052		
OG0008497	LOC126919368	LOC117212436	LOC122570809	LOC100642394		
OG0008498	LOC126919418	LOC117212442	LOC122577948	LOC100645583		
OG0008499	LOC126919428	LOC117212435	LOC122570633	LOC100645233		
OG0008500	LOC126919371	LOC117212446	LOC122574916	LOC100645113		
OG0008501	LOC126919522	LOC117209681	LOC122570580	LOC100644510		
OG0008502	LOC126919519	LOC117209694	LOC122570676	LOC100644874		
OG0008503	LOC126919523	LOC117209673	LOC122578022	LOC100651312		
OG0008504	LOC126919710	LOC117209685	LOC122565587	LOC105666147		
OG0008505	LOC126919688	LOC117209663		LOC100642393		FBgn0003710
OG0008506	LOC126919825	LOC117209699	LOC122568083	LOC105666170		
OG0008507	LOC126919634	LOC117211487	LOC122570476	LOC100642554		
OG0008508	LOC126919633	LOC117211486	LOC122566792	LOC105666090		
OG0008509	LOC126919632	LOC117215762	LOC122568996	LOC100649795		
OG0008510	LOC126919835	LOC117215779	LOC122570725	LOC105666086		
OG0008511	LOC126919838	LOC117215780	LOC122570736	LOC100649682		
OG0008512	LOC126919830	LOC117215777	LOC122570711	LOC100649487		
OG0008513	LOC126919829	LOC117215771	LOC122577655	LOC100649014		
OG0008514	LOC126919883	LOC117215727	LOC122566272	LOC100647686		
OG0008515	LOC126919655	LOC117215765	LOC122566151	LOC100651910		
OG0008516	LOC126919860	LOC117215736		LOC100646973		FBgn0034308
OG0008517	LOC126919846	LOC117215734	LOC122566131	LOC100651788		
OG0008518	LOC126919855	LOC117215735	LOC122566162	LOC100646612		
OG0008519	LOC126919861	LOC117215737	LOC122566199	LOC100646492		
OG0008520	LOC126919884	LOC117215724	LOC122571835	LOC100644835		
OG0008521	LOC126919854	LOC117215755	LOC122570794	LOC100651550		
OG0008522	LOC126919890		LOC122566626	LOC125385575, LOC125386121		
OG0008523	LOC126919868	LOC117215761	LOC122568243	LOC100646095		
OG0008524	LOC126919899	LOC117208935	LOC122568292	LOC100645741		
OG0008525	LOC126919665	LOC117208554	LOC122568635	LOC105666094		
OG0008526	LOC126919702	LOC117208553	LOC122571936	LOC105666007		
OG0008527	LOC126919562	LOC117208580	LOC122567126	LOC100644509		
OG0008528	LOC126919667	LOC117208578	LOC122567080	LOC100644160		
OG0008529	LOC126919551	LOC117208550	LOC122567096	LOC100643921		
OG0008530	LOC126919550	LOC117208547	LOC122568507	LOC105665993		
OG0008531	LOC126919548	LOC117208565	LOC122570563	LOC105666091		
OG0008532	LOC126919566	LOC117208588	LOC122571442	LOC100642676		
OG0008533	LOC126919328	LOC117208603	LOC122566881	LOC100647834		
OG0008534	LOC126919339	LOC117208597	LOC122566957	LOC100652150		
OG0008535	LOC126919338	LOC117208596	LOC122566948	LOC100645788		
OG0008536	LOC126919322	LOC117209320	LOC122575689	LOC100649681		
OG0008537	LOC126919599	LOC117209283	LOC122569962	LOC100651630		
OG0008538	LOC126919649	LOC117209299	LOC122568690	LOC100642675		
OG0008539	LOC126919537	LOC117209303	LOC122566656	LOC100642794		
OG0008540	LOC126919531	LOC117209284	LOC122566439	LOC100642914		
OG0008541	LOC126919540	LOC117209305	LOC122565759	LOC100643272		
OG0008542	LOC126919528	LOC117209267	LOC122565612	LOC100643396		
OG0008543	LOC126919533	LOC117209269	LOC122565707	LOC100643640		
OG0008544	LOC126919535	LOC117209262	LOC122565721	LOC100643876		
OG0008545	LOC126919527	LOC117209260	LOC122565594	LOC100648664		
OG0008546	LOC126919536	LOC117209263	LOC122565732	LOC100643230		
OG0008547	LOC126919610	LOC117209276	LOC122565641	LOC100644085		
OG0008548	LOC126919617	LOC117209289	LOC122569260	LOC100645232		
OG0008549	LOC126919612	LOC117209285	LOC122569246	LOC100648965		
OG0008550	LOC126919618	LOC117209290	LOC122569274	LOC100645551		
OG0008551	LOC126919155	LOC117209291	LOC122569294	LOC100645667		
OG0008552	LOC126919163	LOC117207675	LOC122567455	LOC100646455		
OG0008553	LOC126919186	LOC117211535	LOC122566659	LOC100646401		
OG0008554	LOC126919171	LOC117211601	LOC122577879	LOC100646167		
OG0008555	LOC126919170	LOC117211600	LOC122577871	LOC100646051		
OG0008556	LOC126919168	LOC117211604	LOC122574161	LOC100650066		
OG0008557	LOC126919302	LOC117211527	LOC122577829	LOC100645156		
OG0008558	LOC126919673	LOC117211580	LOC122567956	LOC100649610		
OG0008559	LOC126919202	LOC117211549	LOC122566670	LOC100649365		
OG0008560	LOC126919281	LOC117211611	LOC122566865	LOC100652068		
OG0008561	LOC126919214	LOC117211607	LOC122566730	LOC100651592		
OG0008562	LOC126919266		LOC122566815	LOC100651272		FBgn0287597
OG0008563	LOC126919206	LOC117211589	LOC122566402	LOC100650589		
OG0008564	LOC126919223	LOC117211594	LOC122566466	LOC100650141		
OG0008565	LOC126919211	LOC117211590	LOC122566362	LOC100649318		
OG0008566	LOC126919280	LOC117211568		LOC100648890		FBgn0010409
OG0008567	LOC126919268	LOC117211566	LOC122574866	LOC100648541		
OG0008568	LOC126919227	LOC117211554	LOC122570282	LOC100646891		
OG0008569	LOC126919255		LOC122570346	LOC100645933		FBgn0027364
OG0008570	LOC126919270	LOC117213062	LOC122567788	LOC100645477		
OG0008571	LOC126919249	LOC117213051	LOC122567762	LOC100644629		
OG0008572	LOC126919234	LOC117213046	LOC122566004	LOC100643874		
OG0008573	LOC126919258	LOC117212421		LOC100642235		FBgn0044872
OG0008574	LOC126919092	LOC117212418	LOC122567140	LOC100652028		
OG0008575	LOC126919120	LOC117212401	LOC122567324	LOC100650512		
OG0008576	LOC126919128	LOC117212408	LOC122567361	LOC105667166		
OG0008577	LOC126919103	LOC117212392	LOC122567177	LOC100649485		
OG0008578	LOC126919093	LOC117210797	LOC122567462	LOC100649283		
OG0008579	LOC126919126	LOC117210798	LOC122567759	LOC100649162		
OG0008580	LOC126919100	LOC117210799	LOC122571386	LOC100648618		
OG0008581	LOC126919145	LOC117210942	LOC122577792	LOC100648386		
OG0008582	LOC126919153	LOC117210935	LOC122568062	LOC110120331		
OG0008583	LOC126919099	LOC117210842	LOC122571311	LOC100647248		
OG0008584	LOC126919127	LOC117210791	LOC122571328	LOC100647130		
OG0008585	LOC126919661	LOC117210975	LOC122570041	LOC100651864		
OG0008586	LOC126919770	LOC117210813	LOC122571620	LOC125384623		
OG0008587	LOC126919766	LOC117210970	LOC122571613	LOC100650798		
OG0008588	LOC126919720	LOC117210967	LOC122571549	LOC100648195		
OG0008589	LOC126919781	LOC117210858	LOC122571652	LOC100649722		
OG0008590	LOC126919753	LOC117210881	LOC122571590	LOC100647954		
OG0008591	LOC126919752	LOC117210895	LOC122572992	LOC100646647		
OG0008592	LOC126919737	LOC117210909	LOC122570988	LOC100644590		
OG0008593	LOC126919736	LOC117210908	LOC122567542	LOC100643599		
OG0008594	LOC126919773	LOC117210922	LOC122567631	LOC105666622		
OG0008595	LOC126919748	LOC117210880	LOC122568466	LOC100649911		
OG0008596	LOC126919791	LOC117210933	LOC122568610	LOC100649793		
OG0008597	LOC126919751	LOC117210932	LOC122568489	LOC100647285		
OG0008598	LOC126919771	LOC117210963	LOC122568574	LOC100647053		
OG0008599	LOC126919734	LOC117210946	LOC122571866	LOC100646091		
OG0008600	LOC126919585	LOC117210867	LOC122569464	LOC100645230		
OG0008601	LOC126919591	LOC117210875	LOC122569537	LOC100644628		
OG0008602	LOC126919590	LOC117210872	LOC122569503	LOC100649198		
OG0008603	LOC126919587	LOC117210870	LOC122569481	LOC100643393		
OG0008604	LOC126919580	LOC117210860	LOC122571086	LOC100643027		
OG0008605	LOC126919595	LOC117210863	LOC122571098	LOC100643514		
OG0008606	LOC126919705	LOC117210951	LOC122577598	LOC100648963		
OG0008607	LOC126919707	LOC117210956	LOC122577642	LOC100648847		
OG0008608	LOC126919504	LOC117210840	LOC122567841	LOC100648617		
OG0008609	LOC126919491	LOC117210918	LOC122567998	LOC110119538		
OG0008610	LOC126919500	LOC117210836	LOC122569745	LOC100650511		
OG0008611	LOC126920174	LOC117212068	LOC122570619	LOC100643974		
OG0008612	LOC126920167	LOC117212099	LOC122570618	LOC100643850		
OG0008613	LOC126920181	LOC117212076	LOC122570983	LOC100648753		
OG0008614	LOC126920159	LOC117212071	LOC122570979	LOC100651372		
OG0008615	LOC126920143	LOC117212078	LOC122570994	LOC100646951		
OG0008616	LOC126920184	LOC117212060	LOC122570997	LOC100647504		
OG0008617	LOC126920182	LOC117212104	LOC122570613	LOC100647737		
OG0008618	LOC126920183	LOC117212080	LOC122570645	LOC100647856		
OG0008619	LOC126919993	LOC117212107	LOC122571226	LOC105665641		
OG0008620	LOC126919926	LOC117212054	LOC122571124	LOC100646786		
OG0008621	LOC126919922	LOC117207729	LOC122570471	LOC100647503		
OG0008622	LOC126919962	LOC117207783	LOC122570559	LOC100642888		
OG0008623	LOC126919942	LOC117207778	LOC122570553	LOC100645356		
OG0008624	LOC126919934	LOC117207776	LOC122570550	LOC100649384		
OG0008625	LOC126919945	LOC117207779	LOC122570555	LOC100649629		
OG0008626	LOC126919928	LOC117207775	LOC122570549	LOC100649846		
OG0008627	LOC126919936	LOC117207795	LOC122570551	LOC100649963		
OG0008628	LOC126919964	LOC117207798	LOC122570561	LOC125385649		
OG0008629	LOC126919932	LOC117207838	LOC122570662	LOC100644526		
OG0008630	LOC126919948	LOC117207817	LOC122570883	LOC105666031		
OG0008631	LOC126920546	LOC117213654	LOC122567200, LOC122570945			
OG0008632	LOC126920543	LOC117207762	LOC122570952	LOC100643613		
OG0008633	LOC126920243	LOC117207826	LOC122570912	LOC100644642		
OG0008634	LOC126920246	LOC117207827	LOC122570914	LOC100644525		
OG0008635	LOC126920348	LOC117207774	LOC122570470	LOC100647976		
OG0008636	LOC126920337	LOC117207770	LOC122570468	LOC100647855		
OG0008637	LOC126920064	LOC117212869	LOC122570937	LOC100649659		
OG0008638	LOC126920068	LOC117212873	LOC122570933	LOC100645599		
OG0008639	LOC126920571	LOC117212881	LOC122571158	LOC100650486		
OG0008640	LOC126920573	LOC117212883	LOC122571161	LOC100651010		
OG0008641	LOC126919989	LOC117204936	LOC122570591	LOC100645799		
OG0008642	LOC126920479	LOC117204887	LOC122570501	LOC100650160		
OG0008643	LOC126920314	LOC117204937	LOC122570924	LOC100643940		
OG0008644	LOC126920041	LOC117204868	LOC122570734	LOC100650444		
OG0008645	LOC126920053	LOC117204880	LOC122570743	LOC100650206		
OG0008646	LOC126920048	LOC117204879	LOC122571066	LOC100649630		
OG0008647	LOC126920037	LOC117204876	LOC122571062	LOC100649298		
OG0008648	LOC126920044	LOC117204878	LOC122571065	LOC100649180		
OG0008649	LOC126920045	LOC117204901	LOC122570688	LOC110119564		
OG0008650	LOC126920434	LOC117204861	LOC122570888	LOC100648058		
OG0008651	LOC126920438		LOC122570896	LOC100648403		FBgn0259720
OG0008652	LOC126920092	LOC117204929	LOC122570818	LOC105666062		
OG0008653	LOC126920640	LOC117204895	LOC122570686	LOC100647932		
OG0008654	LOC126920465	LOC117204824	LOC122570616	LOC100647811		
OG0008655	LOC126920468	LOC117204807	LOC122570546	LOC100647344		
OG0008656	LOC126920093	LOC117204928	LOC122570827	LOC100649026		
OG0008657	LOC126920758	LOC117204960	LOC122570834	LOC100645994		
OG0008658	LOC126920776	LOC117204844	LOC122570667	LOC100648443		
OG0008659	LOC126920021	LOC117204919	LOC122571213	LOC100644527		
OG0008660	LOC126920024	LOC117204922	LOC122571215	LOC100643975		
OG0008661	LOC126920014	LOC117204918	LOC122571212	LOC100643770		
OG0008662	LOC126920010	LOC117204846	LOC122571237	LOC100648213		
OG0008663	LOC126920006	LOC117204812	LOC122571221	LOC100642524		
OG0008664	LOC126919999	LOC117204889	LOC122570465	LOC100642214		
OG0008665	LOC126920027	LOC117204955	LOC122570504	LOC100651884		
OG0008666	LOC126920001	LOC117204950	LOC122570505	LOC100651527		
OG0008667	LOC126920630	LOC117204800	LOC122571255	LOC100650964		
OG0008668	LOC126920447	LOC117204888	LOC122570820	LOC100647857		
OG0008669	LOC126920442	LOC117204617	LOC122571096	LOC100647625		
OG0008670	LOC126920522	LOC117204641	LOC122570538	LOC100647384		
OG0008671	LOC126920508	LOC117204719	LOC122570822	LOC100649336		
OG0008672	LOC126920526	LOC117204615	LOC122570499	LOC105666045		
OG0008673	LOC126920506	LOC117204614	LOC122570498	LOC100649216		
OG0008674	LOC126920509	LOC117204748	LOC122570679	LOC100648640		
OG0008675	LOC126920517	LOC117204709	LOC122570681	LOC100642810		
OG0008676	LOC126920553	LOC117204605	LOC122571135	LOC100651132		
OG0008677	LOC126920556	LOC117204646	LOC122570655	LOC110119157		
OG0008678	LOC126920748	LOC117204626	LOC122570768	LOC100650651		
OG0008679	LOC126920600	LOC117204633	LOC122570783	LOC105666059		
OG0008680	LOC126920595	LOC117204629	LOC122570778	LOC100645995		
OG0008681	LOC126920097	LOC117204754	LOC122570779	LOC105666041		
OG0008682	LOC126920597	LOC117204621	LOC122570781	LOC100645252		
OG0008683	LOC126920615	LOC117204691	LOC122570799	LOC100648520		
OG0008684	LOC126920616		LOC122570800	LOC100646627		FBgn0083967
OG0008685	LOC126920618	LOC117204688	LOC122570795	LOC105666040		
OG0008686	LOC126920619	LOC117204694	LOC122570801	LOC105666039		
OG0008687	LOC126920607	LOC117204686	LOC122570792	LOC105666038		
OG0008688	LOC126920621	LOC117204690	LOC122570803	LOC100649695		
OG0008689	LOC126920614	LOC117204696	LOC122570798	LOC100646471		
OG0008690	LOC126920602	LOC117204625	LOC122570786	LOC100646348		
OG0008691	LOC126920099	LOC117204753	LOC122570785	LOC100647505		
OG0008692	LOC126920101	LOC117204752	LOC122570826	LOC105666057		
OG0008693	LOC126920605	LOC117204658	LOC122570908	LOC100649144		
OG0008694	LOC126920102	LOC117204767	LOC122570907	LOC100644448		
OG0008695	LOC126920104	LOC117204722	LOC122571106	LOC100644685		
OG0008696	LOC126920103	LOC117204721	LOC122571104	LOC100647302		
OG0008697	LOC126920116	LOC117204725	LOC122571114	LOC100644565		
OG0008698	LOC126920117	LOC117204654	LOC122571116	LOC100647978		
OG0008699	LOC126920118	LOC117204656	LOC122571117	LOC105666075		
OG0008700	LOC126920120	LOC117204657	LOC122571119	LOC100648214		
OG0008701	LOC126920357	LOC117204649	LOC122570966	LOC100644931		
OG0008702	LOC126920366	LOC117204608	LOC122570971	LOC100649631		
OG0008703	LOC126920362	LOC117204727	LOC122570970	LOC100649386		
OG0008704	LOC126920368	LOC117204766	LOC122570972	LOC100650044		
OG0008705	LOC126920369	LOC117204720	LOC122571199	LOC100649736		
OG0008706	LOC126920370	LOC117204664	LOC122571200	LOC100649508		
OG0008707	LOC126920365	LOC117204698	LOC122570578	LOC105666076		
OG0008708	LOC126920268	LOC117204679	LOC122570573	LOC100650730		
OG0008709	LOC126920274	LOC117204680	LOC122570576	LOC100645412		
OG0008710	LOC126920292	LOC117204602	LOC122570543	LOC105666068		
OG0008711	LOC126920289	LOC117204718	LOC122571201	LOC100645879		
OG0008712	LOC126920278	LOC117204669	LOC122570641	LOC110119586		
OG0008713	LOC126920287	LOC117204703	LOC122570844	LOC100646231		
OG0008714	LOC126920286	LOC117204764	LOC122570490	LOC100646472		
OG0008715	LOC126920288	LOC117204702	LOC122570464	LOC110119554		
OG0008716	LOC126920273	LOC117204701	LOC122570639	LOC105666077		
OG0008717	LOC126920275	LOC117204740	LOC122570508	LOC105666078		
OG0008718	LOC126919995	LOC117204763	LOC122570617	LOC105666079		
OG0008719	LOC126919920	LOC117204712	LOC122571182	LOC105666080		
OG0008720	LOC126919984	LOC117204761	LOC122570845	LOC105666081		
OG0008721	LOC126919985	LOC117204760	LOC122570846	LOC105666082		
OG0008722	LOC126919986	LOC117204759	LOC122570583	LOC105666083		
OG0008723	LOC126919996	LOC117204758	LOC122571202	LOC100646832		
OG0008724	LOC126920791	LOC117204739	LOC122571025	LOC100646952		
OG0008725	LOC126920584	LOC117204744	LOC122571026	LOC100647069		
OG0008726	LOC126920586	LOC117204757	LOC122570847	LOC100647188		
OG0008727	LOC126920587	LOC117204756	LOC122571028	LOC100647506		
OG0008728	LOC126920583	LOC117204746	LOC122570848	LOC100643896		
OG0008729	LOC126920588	LOC117204745	LOC122571027	LOC110119589		
OG0008730	LOC126920582	LOC117204742	LOC122571024	LOC100647739		
OG0008731	LOC126920787	LOC117204662	LOC122570675	LOC100644332		
OG0008732	LOC126920782	LOC117207173	LOC122570672	LOC100649737		
OG0008733	LOC126920214	LOC117207213	LOC122571020	LOC100648562		
OG0008734	LOC126920206	LOC117207211	LOC122571018	LOC100648101		
OG0008735	LOC126920209	LOC117207178	LOC122571021	LOC100642811		
OG0008736	LOC126920208	LOC117207218	LOC122571035	LOC100647225		
OG0008737	LOC126920122	LOC117207162	LOC122571032	LOC125385621		
OG0008738	LOC126920193	LOC117207183	LOC122570710	LOC100646064		
OG0008739	LOC126920197	LOC117207184	LOC122570714	LOC100644645		
OG0008740	LOC126920222	LOC117207181	LOC122570712	LOC100644767		
OG0008741	LOC126920226	LOC117207145	LOC122570716	LOC105666092		
OG0008742	LOC126920223	LOC117207148	LOC122570713	LOC100644894		
OG0008743	LOC126920125	LOC117207166	LOC122570720	LOC100652126		
OG0008744	LOC126920636	LOC117207128	LOC122571167	LOC100643578		
OG0008745	LOC126920690	LOC117207139	LOC122571181	LOC100651764		
