HOG	OG	Gene Tree Parent Clade	Bombus_affinis	Bombus_bifarius	Bombus_pyrosoma	Bombus_terrestris
N0.HOG0007821	OG0007565	n0	LOC126923641	LOC117208783	LOC122574570	LOC100643710
N0.HOG0007822	OG0007566	n0	LOC126923644	LOC117208814	LOC122574571	LOC100651615
N0.HOG0007823	OG0007567	n0	LOC126923643	LOC117208809	LOC122574711	LOC100651500
N0.HOG0007824	OG0007568	n0	LOC126923640	LOC117208775	LOC122574709	LOC100651383
N0.HOG0007825	OG0007569	n0	LOC126923763	LOC117205079	LOC122575244	LOC100642715
N0.HOG0007826	OG0007570	n0	LOC126923764	LOC117205090	LOC122574708	LOC100649239
N0.HOG0007827	OG0007571	n0	LOC126923107	LOC117217224	LOC122574884	LOC100651261
N0.HOG0007828	OG0007572	n0	LOC126923117	LOC117217263	LOC122574889	LOC100643341
N0.HOG0007829	OG0007573	n0	LOC126923115	LOC117217256	LOC122574887	LOC100650539
N0.HOG0007830	OG0007574	n0	LOC126923160	LOC117205778	LOC122574899	LOC100643216
N0.HOG0007831	OG0007575	n0	LOC126923111	LOC117209279	LOC122574886	LOC100650301
N0.HOG0007832	OG0007576	n0	LOC126923136	LOC117210019	LOC122574896	LOC100650900
N0.HOG0007833	OG0007577	n0	LOC126923118	LOC117209545	LOC122574890	LOC110119150
N0.HOG0007834	OG0007578	n0	LOC126923158	LOC117210284	LOC122574898	LOC100651017
N0.HOG0007835	OG0007579	n0	LOC126923119	LOC117209653	LOC122574891	LOC100650417
N0.HOG0007836	OG0007580	n0	LOC126923120	LOC117209716	LOC122574892	LOC100650784
N0.HOG0007837	OG0007581	n0	LOC126923126	LOC117209777	LOC122574893	LOC105666438
N0.HOG0007838	OG0007582	n0	LOC126923135	LOC117210116	LOC122574894	LOC100650174
N0.HOG0007839	OG0007583	n0	LOC126923116	LOC117209480	LOC122574888	LOC100650055
N0.HOG0007840	OG0007584	n0	LOC126923110	LOC117209010	LOC122574885	LOC100649944
N0.HOG0007841	OG0007585	n0	LOC126923104	LOC117208930	LOC122575108	LOC100649825
N0.HOG0007842	OG0007586	n0	LOC126923103	LOC117208841	LOC122575106	LOC100649470
N0.HOG0007843	OG0007587	n0	LOC126923152	LOC117210218	LOC122575116	LOC100649709
N0.HOG0007844	OG0007588	n0	LOC126923108	LOC117209224	LOC122575109	LOC105666437
N0.HOG0007845	OG0007589	n0	LOC126923133	LOC117209966	LOC122575113	LOC100649595
N0.HOG0007846	OG0007590	n0	LOC126923127	LOC117209842	LOC122575110	LOC100649351
N0.HOG0007847	OG0007591	n0	LOC126923132	LOC117205541	LOC122575112	LOC100649113
N0.HOG0007848	OG0007592	n0	LOC126923144	LOC117205547	LOC122575115	LOC100648998
N0.HOG0007849	OG0007593	n0	LOC126923095	LOC117205436	LOC122575105	LOC100643094
N0.HOG0007850	OG0007594	n0	LOC126923137	LOC117205517	LOC122575114	LOC100648570
N0.HOG0007851	OG0007595	n0	LOC126923131	LOC117205508	LOC122575111	LOC100648689
N0.HOG0007852	OG0007596	n0	LOC126923140	LOC117207071	LOC122574973	LOC110119140
N0.HOG0007853	OG0007597	n0	LOC126923121	LOC117207045	LOC122574971	LOC100648144
N0.HOG0007854	OG0007598	n0	LOC126923129	LOC117207055	LOC122574972	LOC100648258
N0.HOG0007855	OG0007599	n0	LOC126923101	LOC117207031	LOC122574968	LOC100648030
N0.HOG0007856	OG0007600	n0	LOC126923094	LOC117207012	LOC122574967	LOC100647786
N0.HOG0007857	OG0007601	n0	LOC126923109	LOC117208690	LOC122574970	LOC100647911
N0.HOG0007858	OG0007602	n0	LOC126923105	LOC117208627	LOC122574969	LOC100647671
N0.HOG0007859	OG0007603	n0	LOC126923142	LOC117205992	LOC122575234	LOC105666435
N0.HOG0007860	OG0007604	n0	LOC126923157	LOC117205167	LOC122575255	LOC100647435
N0.HOG0007861	OG0007605	n0	LOC126923159	LOC117206014	LOC122574548	LOC100647276
N0.HOG0007862	OG0007606	n0	LOC126923156	LOC117204280	LOC122574533	LOC105666434
N0.HOG0007863	OG0007607	n0	LOC126923151	LOC117204271	LOC122574559	LOC110119838
N0.HOG0007864	OG0007608	n0	LOC126923100	LOC117204232	LOC122574654	LOC100647042
N0.HOG0007865	OG0007609	n0	LOC126923690	LOC117204256	LOC122574655	LOC100642861
N0.HOG0007866	OG0007610	n0	LOC126923098	LOC117204217	LOC122575183	LOC100646801
N0.HOG0007867	OG0007611	n0	LOC126923092	LOC117204161	LOC122575181	LOC100646678
N0.HOG0007868	OG0007612	n0	LOC126923147	LOC117204265	LOC122575186	LOC100646557
N0.HOG0007869	OG0007613	n0	LOC126923096	LOC117204201	LOC122575182	LOC100646198
N0.HOG0007870	OG0007614	n0	LOC126923123	LOC117204253	LOC122575185	LOC100646316
N0.HOG0007871	OG0007615	n0	LOC126923113	LOC117204250	LOC122575184	LOC100646435
N0.HOG0007872	OG0007616	n0	LOC126923114	LOC117205574	LOC122574701	LOC100645960
N0.HOG0007873	OG0007617	n0	LOC126923155	LOC117205578	LOC122574702	LOC100646075
N0.HOG0007874	OG0007618	n0	LOC126923099	LOC117216717	LOC122575235	LOC100645846
N0.HOG0007875	OG0007619	n0	LOC126923124	LOC117208575	LOC122575238	LOC100646278
N0.HOG0007876	OG0007620	n0	LOC126923128	LOC117208586	LOC122575239	LOC100646396
N0.HOG0007877	OG0007621	n0	LOC126923139	LOC117208599	LOC122575241	LOC100646522
N0.HOG0007878	OG0007622	n0	LOC126923130	LOC117208594	LOC122575240	LOC100649076
N0.HOG0007879	OG0007623	n0	LOC126923150	LOC117208616	LOC122575242	LOC100648961
N0.HOG0007880	OG0007624	n0	LOC126923102	LOC117208555	LOC122575303	LOC100647941
N0.HOG0007881	OG0007625	n0	LOC126923134	LOC117205380	LOC122575304	LOC100647354
N0.HOG0007882	OG0007626	n0	LOC126923154	LOC117208564	LOC122575305	LOC100646240
N0.HOG0007883	OG0007627	n0	LOC126923148	LOC117206734	LOC122574573	LOC100648455
N0.HOG0007884	OG0007628	n0	LOC126923143	LOC117205322	LOC122574550	LOC100644695
N0.HOG0007885	OG0007629	n0	LOC126923149	LOC117206789	LOC122574978	LOC105666443
N0.HOG0007886	OG0007630	n0	LOC126923146	LOC117207341	LOC122574720	LOC100644821
N0.HOG0007887	OG0007631	n0	LOC126923166	LOC117206784	LOC122574976	LOC100644941
N0.HOG0007888	OG0007632	n0	LOC126923202	LOC117206777	LOC122574721	LOC100645062
N0.HOG0007889	OG0007633	n0	LOC126923172	LOC117206417	LOC122574719	LOC100645774
N0.HOG0007890	OG0007634	n0	LOC126923692	LOC117208895	LOC122574926	LOC100645890
N0.HOG0007891	OG0007635	n0	LOC126923187	LOC117208887	LOC122574925	LOC100646006
N0.HOG0007892	OG0007636	n0	LOC126923180	LOC117208832	LOC122574924	LOC100645175
N0.HOG0007893	OG0007637	n0	LOC126923184	LOC117216707	LOC122574923	LOC100646359
N0.HOG0007894	OG0007638	n0	LOC126923173	LOC117206937	LOC122575120	LOC100646754
N0.HOG0007895	OG0007639	n0	LOC126923192	LOC117205790	LOC122575224	LOC100647116
N0.HOG0007896	OG0007640	n0	LOC126923183	LOC117208406	LOC122575269	LOC100646996
N0.HOG0007897	OG0007641	n0	LOC126923177	LOC117208399	LOC122575266	LOC100645422
N0.HOG0007898	OG0007642	n0	LOC126923175	LOC117208388	LOC122575265	LOC100646877
N0.HOG0007899	OG0007643	n0	LOC126923178	LOC117204148	LOC122575267	LOC100645538
N0.HOG0007900	OG0007644	n0	LOC126923176	LOC117204155	LOC122575298	LOC105666445
N0.HOG0007901	OG0007645	n0	LOC126923168	LOC117204131	LOC122575287	LOC100647592
N0.HOG0007902	OG0007646	n0	LOC126923182	LOC117207252	LOC122575289	LOC100647820
N0.HOG0007903	OG0007647	n0	LOC126923199	LOC117207311	LOC122575296	LOC100648069
N0.HOG0007904	OG0007648	n0	LOC126923195	LOC117207303	LOC122575295	LOC100645654
N0.HOG0007905	OG0007649	n0	LOC126923190	LOC117207295	LOC122575293	LOC100648297
N0.HOG0007906	OG0007650	n0	LOC126923179	LOC117207268	LOC122575288	LOC100648571
N0.HOG0007907	OG0007651	n0	LOC126923167	LOC117207102	LOC122575286	LOC100648690
N0.HOG0007908	OG0007652	n0	LOC126923185	LOC117207137	LOC122575290	LOC100649149
N0.HOG0007909	OG0007653	n0	LOC126923188	LOC117207158	LOC122575292	LOC100649031
N0.HOG0007910	OG0007654	n0	LOC126923201	LOC117207164	LOC122575297	LOC100649271
N0.HOG0007911	OG0007655	n0	LOC126923203	LOC117206742	LOC122574878	LOC105665640
N0.HOG0007912	OG0007656	n0	LOC126923196	LOC117215281	LOC122574872	LOC100649471
N0.HOG0007913	OG0007657	n0	LOC126923200	LOC117215604	LOC122574875	LOC100649596
N0.HOG0007914	OG0007658	n0	LOC126923197	LOC117215405	LOC122574874	LOC100649710
N0.HOG0007915	OG0007659	n0	LOC126923171	LOC117215203	LOC122574865	LOC100649826
N0.HOG0007916	OG0007660	n0	LOC126923189	LOC117205244	LOC122574868	LOC100650011
N0.HOG0007917	OG0007661	n0	LOC126923194	LOC117205690	LOC122574870	LOC100650253
N0.HOG0007918	OG0007662	n0	LOC126923169	LOC117205762	LOC122574862	LOC100650617
N0.HOG0007919	OG0007663	n0	LOC126923193	LOC117206760	LOC122574869	LOC100650859
N0.HOG0007920	OG0007664	n0	LOC126923204	LOC117205750	LOC122574880	LOC100650741
N0.HOG0007921	OG0007665	n0	LOC126923170	LOC117205641	LOC122574864	LOC100650375
N0.HOG0007922	OG0007666	n0	LOC126923218	LOC117205653	LOC122574867	LOC100650499
N0.HOG0007923	OG0007667	n0	LOC126923225	LOC117205726	LOC122574877	LOC100643952
N0.HOG0007924	OG0007668	n0	LOC126923222	LOC117205701	LOC122574871	LOC110119145
N0.HOG0007925	OG0007669	n0	LOC126923224	LOC117205718	LOC122574876	LOC100644076
N0.HOG0007926	OG0007670	n0	LOC126923220	LOC117205668	LOC122574642	LOC100644266
N0.HOG0007927	OG0007671	n0	LOC126923221	LOC117205676	LOC122574643	LOC100644376
N0.HOG0007928	OG0007672	n0	LOC126923223	LOC117205709	LOC122574644	LOC100644577
N0.HOG0007929	OG0007673	n0	LOC126924139	LOC117208065	LOC122575910	LOC100651102
N0.HOG0007930	OG0007674	n0	LOC126924145	LOC117208066	LOC122575912	LOC100642741
N0.HOG0007931	OG0007675	n0	LOC126924116	LOC117208064	LOC122575908	LOC100643595
N0.HOG0007932	OG0007676	n0	LOC126924147	LOC117208067	LOC122575913	LOC105666541
N0.HOG0007933	OG0007677	n0	LOC126924141	LOC117208029	LOC122575911	LOC100644700
N0.HOG0007934	OG0007678	n0	LOC126924110	LOC117208026	LOC122575906	LOC100645303
N0.HOG0007935	OG0007679	n0	LOC126924120	LOC117208027	LOC122575909	LOC105666542
N0.HOG0007936	OG0007680	n0	LOC126924130	LOC117208046	LOC122576016	LOC100651265
N0.HOG0007937	OG0007681	n0	LOC126924123	LOC117208056	LOC122576083	LOC100642587
N0.HOG0007938	OG0007682	n0	LOC126924140	LOC117208054	LOC122576113	LOC100643594
N0.HOG0007939	OG0007683	n0	LOC126924121	LOC117208041	LOC122575607	LOC100644660
N0.HOG0007940	OG0007684	n0	LOC126924108	LOC117208059	LOC122575603	LOC100642540
N0.HOG0007941	OG0007685	n0	LOC126924135	LOC117208063	LOC122575609	LOC100648916
N0.HOG0007942	OG0007686	n0	LOC126924117	LOC117208060	LOC122575604	LOC100647440
N0.HOG0007943	OG0007687	n0	LOC126924119	LOC117208061	LOC122575606	LOC100651421
N0.HOG0007944	OG0007688	n0	LOC126924143	LOC117208044	LOC122575610	LOC100644227
N0.HOG0007945	OG0007689	n0	LOC126924126	LOC117208081	LOC122575608	LOC100645609
N0.HOG0007946	OG0007690	n0	LOC126924118	LOC117208080	LOC122575605	LOC100642779
N0.HOG0007947	OG0007691	n0	LOC126924124	LOC117208039	LOC122575371	LOC100647556
N0.HOG0007948	OG0007692	n0	LOC126924115	LOC117208038	LOC122575370	LOC100648838
N0.HOG0007949	OG0007693	n0	LOC126924128	LOC117208058	LOC122575372	LOC100649786
N0.HOG0007950	OG0007694	n0	LOC126924113	LOC117208069	LOC122576115	LOC100650502
N0.HOG0007951	OG0007695	n0	LOC126924146	LOC117208072	LOC122576118	LOC100651620
N0.HOG0007952	OG0007696	n0	LOC126924125	LOC117208071	LOC122576117	LOC100643061
N0.HOG0007953	OG0007697	n0	LOC126924114	LOC117208070	LOC122576116	LOC100644699
N0.HOG0007954	OG0007698	n0	LOC126924131	LOC117208045	LOC122575669	LOC100646042
N0.HOG0007955	OG0007699	n0	LOC126924129	LOC117208079	LOC122575668	LOC100646966
N0.HOG0007956	OG0007700	n0	LOC126924137	LOC117208077	LOC122575678	LOC100648147
N0.HOG0007957	OG0007701	n0	LOC126924105	LOC117208075	LOC122575662	LOC100650097
N0.HOG0007958	OG0007702	n0	LOC126924138	LOC117208078	LOC122575680	LOC100651583
N0.HOG0007959	OG0007703	n0	LOC126924111	LOC117208074	LOC122575664	LOC100642622
N0.HOG0007960	OG0007704	n0	LOC126924112	LOC117208031	LOC122575665	LOC100643910
N0.HOG0007961	OG0007705	n0	LOC126924144	LOC117208033	LOC122575681	LOC100642903
N0.HOG0007962	OG0007706	n0	LOC126924136	LOC117208032	LOC122575674	LOC100646043
N0.HOG0007963	OG0007707	n0	LOC126924149	LOC117208035	LOC122575683	LOC125386478
N0.HOG0007964	OG0007708	n0	LOC126924127	LOC117214931	LOC122575667	LOC100647319
N0.HOG0007965	OG0007709	n0	LOC126924148	LOC117214939	LOC122575682	LOC100648148
N0.HOG0007966	OG0007710	n0	LOC126924288	LOC117215072	LOC122575577	LOC100650903
N0.HOG0007967	OG0007711	n0	LOC126924302	LOC117214894	LOC122575600	LOC100651504
N0.HOG0007968	OG0007712	n0	LOC126924297	LOC117214854	LOC122575596	LOC100651386
N0.HOG0007969	OG0007713	n0	LOC126924289	LOC117214779	LOC122575588	LOC100651021
N0.HOG0007970	OG0007714	n0	LOC126924301	LOC117214881	LOC122575599	LOC100651142
N0.HOG0007971	OG0007715	n0	LOC126924291	LOC117214913	LOC122575591	LOC105666548
N0.HOG0007972	OG0007716	n0	LOC126924293	LOC117214809	LOC122575592	LOC105666547
N0.HOG0007973	OG0007717	n0	LOC126924300	LOC117214869	LOC122575598	LOC100642469
N0.HOG0007974	OG0007718	n0	LOC126924294	LOC117214834	LOC122575593	LOC100652140
N0.HOG0007975	OG0007719	n0	LOC126924295	LOC117214843	LOC122575594	LOC100652258
N0.HOG0007976	OG0007720	n0	LOC126924292	LOC117214924	LOC122575590	LOC100642227
N0.HOG0007977	OG0007721	n0	LOC126924304	LOC117215095	LOC122575902	LOC125386441
N0.HOG0007978	OG0007722	n0	LOC126924303	LOC117214900	LOC122575601	LOC100642348
N0.HOG0007979	OG0007723	n0	LOC126924290	LOC117214798	LOC122575589	LOC100651856
N0.HOG0007980	OG0007724	n0	LOC126924305	LOC117214905	LOC122575587	LOC100642821
N0.HOG0007981	OG0007725	n0	LOC126924468	LOC117215063	LOC122575586	LOC100642707
N0.HOG0007982	OG0007726	n0	LOC126924466	LOC117214752	LOC122575584	LOC100642976
N0.HOG0007983	OG0007727	n0	LOC126924467	LOC117214762	LOC122575585	LOC100643097
N0.HOG0007984	OG0007728	n0	LOC126924276	LOC117215137	LOC122576082	LOC100644107
N0.HOG0007985	OG0007729	n0	LOC126924273	LOC117215130	LOC122576081	LOC105666549
N0.HOG0007986	OG0007730	n0	LOC126924265	LOC117214968	LOC122575562	LOC100643219
N0.HOG0007987	OG0007731	n0	LOC126924274	LOC117215056	LOC122575573	LOC100643466
N0.HOG0007988	OG0007732	n0	LOC126924261	LOC117214946	LOC122575559	LOC100643344
N0.HOG0007989	OG0007733	n0	LOC126924270	LOC117215044	LOC122575568	LOC105666551
N0.HOG0007990	OG0007734	n0	LOC126924268	LOC117215033	LOC122575566	LOC100644348
N0.HOG0007991	OG0007735	n0	LOC126924263	LOC117215088	LOC122575901	LOC105666552
N0.HOG0007992	OG0007736	n0	LOC126924267	LOC117215000	LOC122575565	LOC100643714
N0.HOG0007993	OG0007737	n0	LOC126924262	LOC117214692	LOC122575560	LOC100643830
N0.HOG0007994	OG0007738	n0	LOC126924277	LOC117214723	LOC122575572	LOC100643957
N0.HOG0007995	OG0007739	n0	LOC126924271	LOC117214713	LOC122575570	LOC105666553
N0.HOG0007996	OG0007740	n0	LOC126924275	LOC117214732	LOC122575574	LOC100644581
N0.HOG0007997	OG0007741	n0	LOC126924634	LOC117215122	LOC122575394	LOC100644346
N0.HOG0007998	OG0007742	n0	LOC126924178	LOC117209951	LOC122575392	LOC100644701
N0.HOG0007999	OG0007743	n0	LOC126924195	LOC117209476	LOC122575826	LOC125386473
N0.HOG0008000	OG0007744	n0	LOC126924179	LOC117209600	LOC122575393	LOC100644462
N0.HOG0008001	OG0007745	n0	LOC126924199	LOC117209990	LOC122575401	LOC100644982
N0.HOG0008002	OG0007746	n0	LOC126924196	LOC117210008	LOC122575398	LOC100644783
N0.HOG0008003	OG0007747	n0	LOC126924200	LOC117209993	LOC122575402	LOC100645577
N0.HOG0008004	OG0007748	n0	LOC126924201	LOC117210004	LOC122575404	LOC100645263
N0.HOG0008005	OG0007749	n0	LOC126924198	LOC117209983	LOC122575400	LOC100645101
N0.HOG0008006	OG0007750	n0	LOC126924162	LOC117209922	LOC122575391	LOC100644945
N0.HOG0008007	OG0007751	n0	LOC126924191	LOC117209960	LOC122575395	LOC105666555
N0.HOG0008008	OG0007752	n0	LOC126924192	LOC117209976	LOC122575396	LOC100646158
N0.HOG0008009	OG0007753	n0	LOC126924188	LOC117209463	LOC122575825	LOC105666556
N0.HOG0008010	OG0007754	n0	LOC126924175	LOC117209410	LOC122575822	LOC100646040
N0.HOG0008011	OG0007755	n0	LOC126924185	LOC117209436	LOC122575824	LOC100646880
N0.HOG0008012	OG0007756	n0	LOC126924184	LOC117209422	LOC122575823	LOC100646683
N0.HOG0008013	OG0007757	n0	LOC126924167	LOC117209366	LOC122575820	LOC100646440
N0.HOG0008014	OG0007758	n0	LOC126924172	LOC117209398	LOC122575821	LOC105666557
N0.HOG0008015	OG0007759	n0	LOC126924181	LOC117209416	LOC122575818	LOC100646562
N0.HOG0008016	OG0007760	n0	LOC126924485	LOC117209500	LOC122575819	LOC100647876
N0.HOG0008017	OG0007761	n0	LOC126924169	LOC117209373	LOC122575813	LOC100647555
N0.HOG0008018	OG0007762	n0	LOC126924171	LOC117209394	LOC122575815	LOC100647753
N0.HOG0008019	OG0007763	n0	LOC126924164	LOC117209341	LOC122575812	LOC100647318
N0.HOG0008020	OG0007764	n0	LOC126924186	LOC117209451	LOC122575817	LOC100648116
N0.HOG0008021	OG0007765	n0	LOC126924173	LOC117209405	LOC122575816	LOC100647997
N0.HOG0008022	OG0007766	n0	LOC126924166	LOC117209350	LOC122575353	LOC100648229
N0.HOG0008023	OG0007767	n0	LOC126924177	LOC117210512	LOC122575351	LOC100648344
N0.HOG0008024	OG0007768	n0	LOC126924168	LOC117210468	LOC122575349	LOC100648462
N0.HOG0008025	OG0007769	n0	LOC126924194	LOC117210559	LOC122575352	LOC100648577
N0.HOG0008026	OG0007770	n0	LOC126924190	LOC117210550	LOC122575532	LOC100649035
N0.HOG0008027	OG0007771	n0	LOC126924189	LOC117210577	LOC122575531	LOC100645177
N0.HOG0008028	OG0007772	n0	LOC126924183	LOC117210530	LOC122575529	LOC100649274
N0.HOG0008029	OG0007773	n0	LOC126924170	LOC117210497	LOC122575526	LOC100649393
N0.HOG0008030	OG0007774	n0	LOC126924187	LOC117210538	LOC122575530	LOC100649859
N0.HOG0008031	OG0007775	n0	LOC126924161	LOC117210387	LOC122575522	LOC100649516
N0.HOG0008032	OG0007776	n0	LOC126924182	LOC117209848	LOC122575528	LOC100649749
N0.HOG0008033	OG0007777	n0	LOC126924163	LOC117209647	LOC122575525	LOC100649639
N0.HOG0008034	OG0007778	n0	LOC126924176	LOC117209208	LOC122575360	LOC100650177
N0.HOG0008035	OG0007779	n0	LOC126924180	LOC117209216	LOC122575361	LOC100650302
N0.HOG0008036	OG0007780	n0	LOC126924475	LOC117209259	LOC122576074	LOC100650419
N0.HOG0008037	OG0007781	n0	LOC126924477	LOC117209287	LOC122576076	LOC100650542
N0.HOG0008038	OG0007782	n0	LOC126924478	LOC117209314	LOC122576078	LOC105666558
N0.HOG0008039	OG0007783	n0	LOC126924476	LOC117209268	LOC122576075	LOC105666590
N0.HOG0008040	OG0007784	n0	LOC126924474	LOC117209242	LOC122576073	LOC100650665
N0.HOG0008041	OG0007785	n0	LOC126924632	LOC117209830	LOC122575376	LOC105666559
N0.HOG0008042	OG0007786	n0	LOC126924633	LOC117209551	LOC122575366	LOC100650790
N0.HOG0008043	OG0007787	n0	LOC126924069	LOC117209556	LOC122575368	LOC100650982
N0.HOG0008044	OG0007788	n0	LOC126924077	LOC117210349	LOC122575625	LOC100651818
N0.HOG0008045	OG0007789	n0	LOC126924073	LOC117209657	LOC122575623	LOC100651700
N0.HOG0008046	OG0007790	n0	LOC126924092	LOC117209781	LOC122575630	LOC100652057
N0.HOG0008047	OG0007791	n0	LOC126924084	LOC117209752	LOC122575628	LOC100651935
N0.HOG0008048	OG0007792	n0	LOC126924079	LOC117209691	LOC122575626	LOC100651300
N0.HOG0008049	OG0007793	n0	LOC126924097	LOC117209784	LOC122575632	LOC100652174
N0.HOG0008050	OG0007794	n0	LOC126924100	LOC117209792	LOC122575633	LOC100643098
N0.HOG0008051	OG0007795	n0	LOC126924081	LOC117209705	LOC122575627	LOC100642349
N0.HOG0008052	OG0007796	n0	LOC126924085	LOC117209758	LOC122575629	LOC100642620
N0.HOG0008053	OG0007797	n0	LOC126924074	LOC117209675	LOC122575624	LOC100642977
N0.HOG0008054	OG0007798	n0	LOC126924095	LOC117209839	LOC122575631	LOC100642740
N0.HOG0008055	OG0007799	n0	LOC126924072	LOC117209321	LOC122575430	LOC100643302
N0.HOG0008056	OG0007800	n0	LOC126924099	LOC117209335	LOC122575432	LOC100643504
N0.HOG0008057	OG0007801	n0	LOC126924091	LOC117209326	LOC122575431	LOC100643628
N0.HOG0008058	OG0007802	n0	LOC126924076	LOC117210098	LOC122575925	LOC100643745
N0.HOG0008059	OG0007803	n0	LOC126924098	LOC117210133	LOC122575935	LOC100643863
N0.HOG0008060	OG0007804	n0	LOC126924487	LOC117210127	LOC122575936	LOC100644105
N0.HOG0008061	OG0007805	n0	LOC126924089	LOC117210117	LOC122575930	LOC100644347
N0.HOG0008062	OG0007806	n0	LOC126924090	LOC117210122	LOC122575927	LOC100644463
N0.HOG0008063	OG0007807	n0	LOC126924087	LOC117210108	LOC122575929	LOC100644580
N0.HOG0008064	OG0007808	n0	LOC126924086	LOC117210180	LOC122575928	LOC100644823
N0.HOG0008065	OG0007809	n0	LOC126924080	LOC117210168	LOC122575926	LOC100645264
N0.HOG0008066	OG0007810	n0	LOC126924070	LOC117210150	LOC122575923	LOC100644698
N0.HOG0008067	OG0007811	n0	LOC126924094	LOC117210192	LOC122575932	LOC100644943
N0.HOG0008068	OG0007812	n0	LOC126924096	LOC117210206	LOC122575934	LOC100645141
N0.HOG0008069	OG0007813	n0	LOC126924093	LOC117210187	LOC122575931	LOC100645388
N0.HOG0008070	OG0007814	n0	LOC126924246	LOC117210267	LOC122575651	LOC100645503
N0.HOG0008071	OG0007815	n0	LOC126924237	LOC117210211	LOC122575645	LOC100645812
N0.HOG0008072	OG0007816	n0	LOC126924240	LOC117210234	LOC122575647	LOC100645928
N0.HOG0008073	OG0007817	n0	LOC126924241	LOC117210242	LOC122575648	LOC105665619
N0.HOG0008074	OG0007818	n0	LOC126924244	LOC117210260	LOC122575659	LOC100645424
N0.HOG0008075	OG0007819	n0	LOC126924249	LOC117209900	LOC122575654	LOC105666591
N0.HOG0008076	OG0007820	n0	LOC126924488	LOC117209907	LOC122575655	LOC100645541
N0.HOG0008077	OG0007821	n0	LOC126924250	LOC117210082	LOC122575656	LOC100645657
N0.HOG0008078	OG0007822	n0	LOC126924247	LOC117210059	LOC122575652	LOC100646041
N0.HOG0008079	OG0007823	n0	LOC126924238	LOC117210027	LOC122575646	LOC100645778
N0.HOG0008080	OG0007824	n0	LOC126924242	LOC117210052	LOC122575650	LOC100646159
N0.HOG0008081	OG0007825	n0	LOC126924234	LOC117210017	LOC122575644	LOC100646391
N0.HOG0008082	OG0007826	n0	LOC126924248	LOC117205834	LOC122575897	LOC100646636
N0.HOG0008083	OG0007827	n0	LOC126924243	LOC117205838	LOC122575833	LOC100646518
N0.HOG0008084	OG0007828	n0	LOC126924236	LOC117205833	LOC122575829	LOC100646756
N0.HOG0008085	OG0007829	n0	LOC126924314	LOC117205848	LOC122575830	LOC100646881
N0.HOG0008086	OG0007830	n0	LOC126924325	LOC117205845	LOC122575832	LOC105666564
N0.HOG0008087	OG0007831	n0	LOC126924327	LOC117205847	LOC122575834	LOC100647357
